"area_name","area_code","date","new_cases","total_cases"
"Westminster","E09000033",2020-03-20,15,132
"Barking and Dagenham","E09000002",2020-03-21,10,52
"Barnet","E09000003",2020-03-21,18,149
"Bexley","E09000004",2020-03-21,4,55
"Brent","E09000005",2020-03-21,18,161
"Bromley","E09000006",2020-03-21,16,101
"Camden","E09000007",2020-03-21,15,76
"Croydon","E09000008",2020-03-21,25,148
"Ealing","E09000009",2020-03-21,12,125
"Enfield","E09000010",2020-03-21,8,93
"Greenwich","E09000011",2020-03-21,18,96
"Hackney and City of London","E09000012",2020-03-21,5,74
"Hammersmith and Fulham","E09000013",2020-03-21,12,72
"Haringey","E09000014",2020-03-21,11,83
"Harrow","E09000015",2020-03-21,18,131
"Havering","E09000016",2020-03-21,6,47
"Hillingdon","E09000017",2020-03-21,9,86
"Hounslow","E09000018",2020-03-21,14,89
"Islington","E09000019",2020-03-21,8,72
"Kensington and Chelsea","E09000020",2020-03-21,5,92
"Kingston upon Thames","E09000021",2020-03-21,1,36
"Lambeth","E09000022",2020-03-21,18,192
"Lewisham","E09000023",2020-03-21,8,103
"Merton","E09000024",2020-03-21,7,90
"Newham","E09000025",2020-03-21,6,73
"Redbridge","E09000026",2020-03-21,10,65
"Richmond upon Thames","E09000027",2020-03-21,2,38
"Southwark","E09000028",2020-03-21,13,181
"Sutton","E09000029",2020-03-21,5,44
"Tower Hamlets","E09000030",2020-03-21,8,73
"Waltham Forest","E09000031",2020-03-21,12,67
"Wandsworth","E09000032",2020-03-21,16,169
"Westminster","E09000033",2020-03-21,13,145
"Barking and Dagenham","E09000002",2020-03-22,7,59
"Barnet","E09000003",2020-03-22,26,175
"Bexley","E09000004",2020-03-22,10,65
"Brent","E09000005",2020-03-22,26,187
"Bromley","E09000006",2020-03-22,24,125
"Camden","E09000007",2020-03-22,11,87
"Croydon","E09000008",2020-03-22,24,172
"Ealing","E09000009",2020-03-22,18,143
"Enfield","E09000010",2020-03-22,18,111
"Greenwich","E09000011",2020-03-22,6,102
"Hackney and City of London","E09000012",2020-03-22,14,88
"Hammersmith and Fulham","E09000013",2020-03-22,14,86
"Haringey","E09000014",2020-03-22,11,94
"Harrow","E09000015",2020-03-22,15,146
"Havering","E09000016",2020-03-22,13,60
"Hillingdon","E09000017",2020-03-22,10,96
"Hounslow","E09000018",2020-03-22,8,97
"Islington","E09000019",2020-03-22,8,80
"Kensington and Chelsea","E09000020",2020-03-22,6,98
"Kingston upon Thames","E09000021",2020-03-22,1,37
"Lambeth","E09000022",2020-03-22,33,225
"Lewisham","E09000023",2020-03-22,19,122
"Merton","E09000024",2020-03-22,8,98
"Newham","E09000025",2020-03-22,14,87
"Redbridge","E09000026",2020-03-22,12,77
"Richmond upon Thames","E09000027",2020-03-22,9,47
"Southwark","E09000028",2020-03-22,28,209
"Sutton","E09000029",2020-03-22,9,53
"Tower Hamlets","E09000030",2020-03-22,4,77
"Waltham Forest","E09000031",2020-03-22,3,70
"Wandsworth","E09000032",2020-03-22,16,185
"Westminster","E09000033",2020-03-22,12,157
"Barking and Dagenham","E09000002",2020-03-23,11,70
"Barnet","E09000003",2020-03-23,31,206
"Bexley","E09000004",2020-03-23,17,82
"Brent","E09000005",2020-03-23,46,233
"Bromley","E09000006",2020-03-23,35,160
"Camden","E09000007",2020-03-23,15,102
"Croydon","E09000008",2020-03-23,36,208
"Ealing","E09000009",2020-03-23,29,172
"Enfield","E09000010",2020-03-23,22,133
"Greenwich","E09000011",2020-03-23,13,115
"Hackney and City of London","E09000012",2020-03-23,20,108
"Hammersmith and Fulham","E09000013",2020-03-23,13,99
"Haringey","E09000014",2020-03-23,15,109
"Harrow","E09000015",2020-03-23,19,165
"Havering","E09000016",2020-03-23,10,70
"Hillingdon","E09000017",2020-03-23,17,113
"Hounslow","E09000018",2020-03-23,17,114
"Islington","E09000019",2020-03-23,24,104
"Kensington and Chelsea","E09000020",2020-03-23,9,107
"Kingston upon Thames","E09000021",2020-03-23,11,48
"Lambeth","E09000022",2020-03-23,28,253
"Lewisham","E09000023",2020-03-23,28,150
"Merton","E09000024",2020-03-23,15,113
"Newham","E09000025",2020-03-23,24,111
"Redbridge","E09000026",2020-03-23,19,96
"Richmond upon Thames","E09000027",2020-03-23,16,63
"Southwark","E09000028",2020-03-23,43,252
"Sutton","E09000029",2020-03-23,25,78
"Tower Hamlets","E09000030",2020-03-23,11,88
"Waltham Forest","E09000031",2020-03-23,21,91
"Wandsworth","E09000032",2020-03-23,27,212
"Westminster","E09000033",2020-03-23,22,179
"Barking and Dagenham","E09000002",2020-03-24,12,82
"Barnet","E09000003",2020-03-24,39,245
"Bexley","E09000004",2020-03-24,13,95
"Brent","E09000005",2020-03-24,28,261
"Bromley","E09000006",2020-03-24,30,190
"Camden","E09000007",2020-03-24,21,123
"Croydon","E09000008",2020-03-24,27,235
"Ealing","E09000009",2020-03-24,33,205
"Enfield","E09000010",2020-03-24,24,157
"Greenwich","E09000011",2020-03-24,17,132
"Hackney and City of London","E09000012",2020-03-24,20,128
"Hammersmith and Fulham","E09000013",2020-03-24,14,113
"Haringey","E09000014",2020-03-24,19,128
"Harrow","E09000015",2020-03-24,26,191
"Havering","E09000016",2020-03-24,16,86
"Hillingdon","E09000017",2020-03-24,18,131
"Hounslow","E09000018",2020-03-24,15,129
"Islington","E09000019",2020-03-24,19,123
"Kensington and Chelsea","E09000020",2020-03-24,7,114
"Kingston upon Thames","E09000021",2020-03-24,16,64
"Lambeth","E09000022",2020-03-24,26,279
"Lewisham","E09000023",2020-03-24,15,165
"Merton","E09000024",2020-03-24,23,136
"Newham","E09000025",2020-03-24,12,123
"Redbridge","E09000026",2020-03-24,11,107
"Richmond upon Thames","E09000027",2020-03-24,14,77
"Southwark","E09000028",2020-03-24,31,283
"Sutton","E09000029",2020-03-24,17,95
"Tower Hamlets","E09000030",2020-03-24,18,106
"Waltham Forest","E09000031",2020-03-24,11,102
"Wandsworth","E09000032",2020-03-24,28,240
"Westminster","E09000033",2020-03-24,16,195
"Barking and Dagenham","E09000002",2020-03-25,11,93
"Barnet","E09000003",2020-03-25,46,291
"Bexley","E09000004",2020-03-25,19,114
"Brent","E09000005",2020-03-25,46,307
"Bromley","E09000006",2020-03-25,26,216
"Camden","E09000007",2020-03-25,23,146
"Croydon","E09000008",2020-03-25,43,278
"Ealing","E09000009",2020-03-25,36,241
"Enfield","E09000010",2020-03-25,21,178
"Greenwich","E09000011",2020-03-25,19,151
"Hackney and City of London","E09000012",2020-03-25,16,144
"Hammersmith and Fulham","E09000013",2020-03-25,19,132
"Haringey","E09000014",2020-03-25,12,140
"Harrow","E09000015",2020-03-25,29,220
"Havering","E09000016",2020-03-25,13,99
"Hillingdon","E09000017",2020-03-25,17,148
"Hounslow","E09000018",2020-03-25,17,146
"Islington","E09000019",2020-03-25,11,134
"Kensington and Chelsea","E09000020",2020-03-25,14,128
"Kingston upon Thames","E09000021",2020-03-25,13,77
"Lambeth","E09000022",2020-03-25,36,315
"Lewisham","E09000023",2020-03-25,24,189
"Merton","E09000024",2020-03-25,23,159
"Newham","E09000025",2020-03-25,33,156
"Redbridge","E09000026",2020-03-25,15,122
"Richmond upon Thames","E09000027",2020-03-25,15,92
"Southwark","E09000028",2020-03-25,29,312
"Sutton","E09000029",2020-03-25,12,107
"Tower Hamlets","E09000030",2020-03-25,27,133
"Waltham Forest","E09000031",2020-03-25,24,126
"Wandsworth","E09000032",2020-03-25,45,285
"Westminster","E09000033",2020-03-25,25,220
"Barking and Dagenham","E09000002",2020-03-26,7,100
"Barnet","E09000003",2020-03-26,55,346
"Bexley","E09000004",2020-03-26,11,125
"Brent","E09000005",2020-03-26,44,351
"Bromley","E09000006",2020-03-26,29,245
"Camden","E09000007",2020-03-26,29,175
"Croydon","E09000008",2020-03-26,44,322
"Ealing","E09000009",2020-03-26,29,270
"Enfield","E09000010",2020-03-26,16,194
"Greenwich","E09000011",2020-03-26,10,161
"Hackney and City of London","E09000012",2020-03-26,24,168
"Hammersmith and Fulham","E09000013",2020-03-26,24,156
"Haringey","E09000014",2020-03-26,10,150
"Harrow","E09000015",2020-03-26,29,249
"Havering","E09000016",2020-03-26,11,110
"Hillingdon","E09000017",2020-03-26,20,168
"Hounslow","E09000018",2020-03-26,15,161
"Islington","E09000019",2020-03-26,8,142
"Kensington and Chelsea","E09000020",2020-03-26,24,152
"Kingston upon Thames","E09000021",2020-03-26,13,90
"Lambeth","E09000022",2020-03-26,43,358
"Lewisham","E09000023",2020-03-26,26,215
"Merton","E09000024",2020-03-26,14,173
"Newham","E09000025",2020-03-26,38,194
"Redbridge","E09000026",2020-03-26,15,137
"Richmond upon Thames","E09000027",2020-03-26,12,104
"Southwark","E09000028",2020-03-26,32,344
"Sutton","E09000029",2020-03-26,13,120
"Tower Hamlets","E09000030",2020-03-26,34,167
"Waltham Forest","E09000031",2020-03-26,34,160
"Wandsworth","E09000032",2020-03-26,32,317
"Westminster","E09000033",2020-03-26,21,241
"Barking and Dagenham","E09000002",2020-03-27,12,112
"Barnet","E09000003",2020-03-27,54,400
"Bexley","E09000004",2020-03-27,19,144
"Brent","E09000005",2020-03-27,48,399
"Bromley","E09000006",2020-03-27,30,275
"Camden","E09000007",2020-03-27,19,194
"Croydon","E09000008",2020-03-27,42,364
"Ealing","E09000009",2020-03-27,36,306
"Enfield","E09000010",2020-03-27,16,210
"Greenwich","E09000011",2020-03-27,18,179
"Hackney and City of London","E09000012",2020-03-27,17,185
"Hammersmith and Fulham","E09000013",2020-03-27,8,164
"Haringey","E09000014",2020-03-27,19,169
"Harrow","E09000015",2020-03-27,41,290
"Havering","E09000016",2020-03-27,10,120
"Hillingdon","E09000017",2020-03-27,26,194
"Hounslow","E09000018",2020-03-27,27,188
"Islington","E09000019",2020-03-27,15,157
"Kensington and Chelsea","E09000020",2020-03-27,21,173
"Kingston upon Thames","E09000021",2020-03-27,11,101
"Lambeth","E09000022",2020-03-27,35,393
"Lewisham","E09000023",2020-03-27,34,249
"Merton","E09000024",2020-03-27,24,197
"Newham","E09000025",2020-03-27,38,232
"Redbridge","E09000026",2020-03-27,21,158
"Richmond upon Thames","E09000027",2020-03-27,19,123
"Southwark","E09000028",2020-03-27,48,392
"Sutton","E09000029",2020-03-27,21,141
"Tower Hamlets","E09000030",2020-03-27,22,189
"Waltham Forest","E09000031",2020-03-27,27,187
"Wandsworth","E09000032",2020-03-27,30,347
"Westminster","E09000033",2020-03-27,13,254
"Barking and Dagenham","E09000002",2020-03-28,11,123
"Barnet","E09000003",2020-03-28,34,434
"Bexley","E09000004",2020-03-28,10,154
"Brent","E09000005",2020-03-28,32,431
"Bromley","E09000006",2020-03-28,32,307
"Camden","E09000007",2020-03-28,11,205
"Croydon","E09000008",2020-03-28,22,386
"Ealing","E09000009",2020-03-28,20,326
"Enfield","E09000010",2020-03-28,20,230
"Greenwich","E09000011",2020-03-28,16,195
"Hackney and City of London","E09000012",2020-03-28,12,197
"Hammersmith and Fulham","E09000013",2020-03-28,12,176
"Haringey","E09000014",2020-03-28,16,185
"Harrow","E09000015",2020-03-28,27,317
"Havering","E09000016",2020-03-28,6,126
"Hillingdon","E09000017",2020-03-28,11,205
"Hounslow","E09000018",2020-03-28,8,196
"Islington","E09000019",2020-03-28,7,164
"Kensington and Chelsea","E09000020",2020-03-28,9,182
"Kingston upon Thames","E09000021",2020-03-28,6,107
"Lambeth","E09000022",2020-03-28,37,430
"Lewisham","E09000023",2020-03-28,21,270
"Merton","E09000024",2020-03-28,14,211
"Newham","E09000025",2020-03-28,35,267
"Redbridge","E09000026",2020-03-28,15,173
"Richmond upon Thames","E09000027",2020-03-28,11,134
"Southwark","E09000028",2020-03-28,32,424
"Sutton","E09000029",2020-03-28,17,158
"Tower Hamlets","E09000030",2020-03-28,12,201
"Waltham Forest","E09000031",2020-03-28,21,208
"Wandsworth","E09000032",2020-03-28,20,367
"Westminster","E09000033",2020-03-28,20,274
"Barking and Dagenham","E09000002",2020-03-29,11,134
"Barnet","E09000003",2020-03-29,30,464
"Bexley","E09000004",2020-03-29,14,168
"Brent","E09000005",2020-03-29,53,484
"Bromley","E09000006",2020-03-29,22,329
"Camden","E09000007",2020-03-29,6,211
"Croydon","E09000008",2020-03-29,26,412
"Ealing","E09000009",2020-03-29,25,351
"Enfield","E09000010",2020-03-29,9,239
"Greenwich","E09000011",2020-03-29,11,206
"Hackney and City of London","E09000012",2020-03-29,15,212
"Hammersmith and Fulham","E09000013",2020-03-29,7,183
"Haringey","E09000014",2020-03-29,16,201
"Harrow","E09000015",2020-03-29,23,340
"Havering","E09000016",2020-03-29,10,136
"Hillingdon","E09000017",2020-03-29,18,223
"Hounslow","E09000018",2020-03-29,15,211
"Islington","E09000019",2020-03-29,12,176
"Kensington and Chelsea","E09000020",2020-03-29,9,191
"Kingston upon Thames","E09000021",2020-03-29,13,120
"Lambeth","E09000022",2020-03-29,27,457
"Lewisham","E09000023",2020-03-29,26,296
"Merton","E09000024",2020-03-29,13,224
"Newham","E09000025",2020-03-29,21,288
"Redbridge","E09000026",2020-03-29,20,193
"Richmond upon Thames","E09000027",2020-03-29,15,149
"Southwark","E09000028",2020-03-29,34,458
"Sutton","E09000029",2020-03-29,11,169
"Tower Hamlets","E09000030",2020-03-29,20,221
"Waltham Forest","E09000031",2020-03-29,24,232
"Wandsworth","E09000032",2020-03-29,23,390
"Westminster","E09000033",2020-03-29,18,292
"Barking and Dagenham","E09000002",2020-03-30,11,145
"Barnet","E09000003",2020-03-30,42,506
"Bexley","E09000004",2020-03-30,15,183
"Brent","E09000005",2020-03-30,58,542
"Bromley","E09000006",2020-03-30,39,368
"Camden","E09000007",2020-03-30,18,229
"Croydon","E09000008",2020-03-30,56,468
"Ealing","E09000009",2020-03-30,30,381
"Enfield","E09000010",2020-03-30,25,264
"Greenwich","E09000011",2020-03-30,16,222
"Hackney and City of London","E09000012",2020-03-30,20,232
"Hammersmith and Fulham","E09000013",2020-03-30,12,195
"Haringey","E09000014",2020-03-30,20,221
"Harrow","E09000015",2020-03-30,28,368
"Havering","E09000016",2020-03-30,17,153
"Hillingdon","E09000017",2020-03-30,19,242
"Hounslow","E09000018",2020-03-30,24,235
"Islington","E09000019",2020-03-30,17,193
"Kensington and Chelsea","E09000020",2020-03-30,23,214
"Kingston upon Thames","E09000021",2020-03-30,19,139
"Lambeth","E09000022",2020-03-30,54,511
"Lewisham","E09000023",2020-03-30,28,324
"Merton","E09000024",2020-03-30,23,247
"Newham","E09000025",2020-03-30,38,326
"Redbridge","E09000026",2020-03-30,24,217
"Richmond upon Thames","E09000027",2020-03-30,12,161
"Southwark","E09000028",2020-03-30,54,512
"Sutton","E09000029",2020-03-30,23,192
"Tower Hamlets","E09000030",2020-03-30,15,236
"Waltham Forest","E09000031",2020-03-30,24,256
"Wandsworth","E09000032",2020-03-30,29,419
"Westminster","E09000033",2020-03-30,35,327
"Barking and Dagenham","E09000002",2020-03-31,19,164
"Barnet","E09000003",2020-03-31,48,554
"Bexley","E09000004",2020-03-31,21,204
"Brent","E09000005",2020-03-31,46,588
"Bromley","E09000006",2020-03-31,46,414
"Camden","E09000007",2020-03-31,18,247
"Croydon","E09000008",2020-03-31,47,515
"Ealing","E09000009",2020-03-31,40,421
"Enfield","E09000010",2020-03-31,26,290
"Greenwich","E09000011",2020-03-31,31,253
"Hackney and City of London","E09000012",2020-03-31,32,264
"Hammersmith and Fulham","E09000013",2020-03-31,18,213
"Haringey","E09000014",2020-03-31,18,239
"Harrow","E09000015",2020-03-31,27,395
"Havering","E09000016",2020-03-31,27,180
"Hillingdon","E09000017",2020-03-31,33,275
"Hounslow","E09000018",2020-03-31,22,257
"Islington","E09000019",2020-03-31,19,212
"Kensington and Chelsea","E09000020",2020-03-31,19,233
"Kingston upon Thames","E09000021",2020-03-31,12,151
"Lambeth","E09000022",2020-03-31,42,553
"Lewisham","E09000023",2020-03-31,38,362
"Merton","E09000024",2020-03-31,28,275
"Newham","E09000025",2020-03-31,45,371
"Redbridge","E09000026",2020-03-31,28,245
"Richmond upon Thames","E09000027",2020-03-31,16,177
"Southwark","E09000028",2020-03-31,35,547
"Sutton","E09000029",2020-03-31,19,211
"Tower Hamlets","E09000030",2020-03-31,25,261
"Waltham Forest","E09000031",2020-03-31,39,295
"Wandsworth","E09000032",2020-03-31,41,460
"Westminster","E09000033",2020-03-31,12,339
"Barking and Dagenham","E09000002",2020-04-01,22,186
"Barnet","E09000003",2020-04-01,37,591
"Bexley","E09000004",2020-04-01,30,234
"Brent","E09000005",2020-04-01,56,644
"Bromley","E09000006",2020-04-01,49,463
"Camden","E09000007",2020-04-01,19,266
"Croydon","E09000008",2020-04-01,56,571
"Ealing","E09000009",2020-04-01,26,447
"Enfield","E09000010",2020-04-01,27,317
"Greenwich","E09000011",2020-04-01,32,285
"Hackney and City of London","E09000012",2020-04-01,34,298
"Hammersmith and Fulham","E09000013",2020-04-01,27,240
"Haringey","E09000014",2020-04-01,23,262
"Harrow","E09000015",2020-04-01,23,418
"Havering","E09000016",2020-04-01,30,210
"Hillingdon","E09000017",2020-04-01,22,297
"Hounslow","E09000018",2020-04-01,32,289
"Islington","E09000019",2020-04-01,17,229
"Kensington and Chelsea","E09000020",2020-04-01,16,249
"Kingston upon Thames","E09000021",2020-04-01,9,160
"Lambeth","E09000022",2020-04-01,49,602
"Lewisham","E09000023",2020-04-01,37,399
"Merton","E09000024",2020-04-01,27,302
"Newham","E09000025",2020-04-01,40,411
"Redbridge","E09000026",2020-04-01,22,267
"Richmond upon Thames","E09000027",2020-04-01,15,192
"Southwark","E09000028",2020-04-01,59,606
"Sutton","E09000029",2020-04-01,37,248
"Tower Hamlets","E09000030",2020-04-01,24,285
"Waltham Forest","E09000031",2020-04-01,25,320
"Wandsworth","E09000032",2020-04-01,39,499
"Westminster","E09000033",2020-04-01,18,357
"Barking and Dagenham","E09000002",2020-04-02,26,212
"Barnet","E09000003",2020-04-02,65,656
"Bexley","E09000004",2020-04-02,26,260
"Brent","E09000005",2020-04-02,59,703
"Bromley","E09000006",2020-04-02,39,502
"Camden","E09000007",2020-04-02,26,292
"Croydon","E09000008",2020-04-02,82,653
"Ealing","E09000009",2020-04-02,42,489
"Enfield","E09000010",2020-04-02,29,346
"Greenwich","E09000011",2020-04-02,27,312
"Hackney and City of London","E09000012",2020-04-02,38,336
"Hammersmith and Fulham","E09000013",2020-04-02,21,261
"Haringey","E09000014",2020-04-02,28,290
"Harrow","E09000015",2020-04-02,31,449
"Havering","E09000016",2020-04-02,32,242
"Hillingdon","E09000017",2020-04-02,17,314
"Hounslow","E09000018",2020-04-02,33,322
"Islington","E09000019",2020-04-02,21,250
"Kensington and Chelsea","E09000020",2020-04-02,21,270
"Kingston upon Thames","E09000021",2020-04-02,16,176
"Lambeth","E09000022",2020-04-02,42,644
"Lewisham","E09000023",2020-04-02,55,454
"Merton","E09000024",2020-04-02,33,335
"Newham","E09000025",2020-04-02,34,445
"Redbridge","E09000026",2020-04-02,30,297
"Richmond upon Thames","E09000027",2020-04-02,7,199
"Southwark","E09000028",2020-04-02,48,654
"Sutton","E09000029",2020-04-02,29,277
"Tower Hamlets","E09000030",2020-04-02,29,314
"Waltham Forest","E09000031",2020-04-02,27,347
"Wandsworth","E09000032",2020-04-02,39,538
"Westminster","E09000033",2020-04-02,16,373
"Barking and Dagenham","E09000002",2020-04-03,18,230
"Barnet","E09000003",2020-04-03,37,693
"Bexley","E09000004",2020-04-03,31,291
"Brent","E09000005",2020-04-03,55,758
"Bromley","E09000006",2020-04-03,31,533
"Camden","E09000007",2020-04-03,19,311
"Croydon","E09000008",2020-04-03,49,702
"Ealing","E09000009",2020-04-03,31,520
"Enfield","E09000010",2020-04-03,26,372
"Greenwich","E09000011",2020-04-03,26,338
"Hackney and City of London","E09000012",2020-04-03,28,364
"Hammersmith and Fulham","E09000013",2020-04-03,20,281
"Haringey","E09000014",2020-04-03,27,317
"Harrow","E09000015",2020-04-03,23,472
"Havering","E09000016",2020-04-03,37,279
"Hillingdon","E09000017",2020-04-03,44,358
"Hounslow","E09000018",2020-04-03,25,347
"Islington","E09000019",2020-04-03,15,265
"Kensington and Chelsea","E09000020",2020-04-03,15,285
"Kingston upon Thames","E09000021",2020-04-03,20,196
"Lambeth","E09000022",2020-04-03,40,684
"Lewisham","E09000023",2020-04-03,51,505
"Merton","E09000024",2020-04-03,23,358
"Newham","E09000025",2020-04-03,60,505
"Redbridge","E09000026",2020-04-03,21,318
"Richmond upon Thames","E09000027",2020-04-03,15,214
"Southwark","E09000028",2020-04-03,53,707
"Sutton","E09000029",2020-04-03,21,298
"Tower Hamlets","E09000030",2020-04-03,36,350
"Waltham Forest","E09000031",2020-04-03,31,378
"Wandsworth","E09000032",2020-04-03,28,566
"Westminster","E09000033",2020-04-03,28,401
"Barking and Dagenham","E09000002",2020-04-04,17,247
"Barnet","E09000003",2020-04-04,38,731
"Bexley","E09000004",2020-04-04,28,319
"Brent","E09000005",2020-04-04,49,807
"Bromley","E09000006",2020-04-04,37,570
"Camden","E09000007",2020-04-04,23,334
"Croydon","E09000008",2020-04-04,48,750
"Ealing","E09000009",2020-04-04,26,546
"Enfield","E09000010",2020-04-04,19,391
"Greenwich","E09000011",2020-04-04,15,353
"Hackney and City of London","E09000012",2020-04-04,26,390
"Hammersmith and Fulham","E09000013",2020-04-04,16,297
"Haringey","E09000014",2020-04-04,17,334
"Harrow","E09000015",2020-04-04,26,498
"Havering","E09000016",2020-04-04,21,300
"Hillingdon","E09000017",2020-04-04,17,375
"Hounslow","E09000018",2020-04-04,17,364
"Islington","E09000019",2020-04-04,17,282
"Kensington and Chelsea","E09000020",2020-04-04,7,292
"Kingston upon Thames","E09000021",2020-04-04,11,207
"Lambeth","E09000022",2020-04-04,32,716
"Lewisham","E09000023",2020-04-04,29,534
"Merton","E09000024",2020-04-04,15,373
"Newham","E09000025",2020-04-04,46,551
"Redbridge","E09000026",2020-04-04,27,345
"Richmond upon Thames","E09000027",2020-04-04,8,222
"Southwark","E09000028",2020-04-04,38,745
"Sutton","E09000029",2020-04-04,7,305
"Tower Hamlets","E09000030",2020-04-04,21,371
"Waltham Forest","E09000031",2020-04-04,23,401
"Wandsworth","E09000032",2020-04-04,28,594
"Westminster","E09000033",2020-04-04,16,417
"Barking and Dagenham","E09000002",2020-04-05,19,266
"Barnet","E09000003",2020-04-05,40,771
"Bexley","E09000004",2020-04-05,20,339
"Brent","E09000005",2020-04-05,37,844
"Bromley","E09000006",2020-04-05,28,598
"Camden","E09000007",2020-04-05,16,350
"Croydon","E09000008",2020-04-05,36,786
"Ealing","E09000009",2020-04-05,14,560
"Enfield","E09000010",2020-04-05,14,405
"Greenwich","E09000011",2020-04-05,25,378
"Hackney and City of London","E09000012",2020-04-05,22,412
"Hammersmith and Fulham","E09000013",2020-04-05,10,307
"Haringey","E09000014",2020-04-05,9,343
"Harrow","E09000015",2020-04-05,26,524
"Havering","E09000016",2020-04-05,23,323
"Hillingdon","E09000017",2020-04-05,16,391
"Hounslow","E09000018",2020-04-05,19,383
"Islington","E09000019",2020-04-05,5,287
"Kensington and Chelsea","E09000020",2020-04-05,6,298
"Kingston upon Thames","E09000021",2020-04-05,9,216
"Lambeth","E09000022",2020-04-05,18,734
"Lewisham","E09000023",2020-04-05,32,566
"Merton","E09000024",2020-04-05,17,390
"Newham","E09000025",2020-04-05,26,577
"Redbridge","E09000026",2020-04-05,23,368
"Richmond upon Thames","E09000027",2020-04-05,7,229
"Southwark","E09000028",2020-04-05,26,771
"Sutton","E09000029",2020-04-05,10,315
"Tower Hamlets","E09000030",2020-04-05,19,390
"Waltham Forest","E09000031",2020-04-05,27,428
"Wandsworth","E09000032",2020-04-05,18,612
"Westminster","E09000033",2020-04-05,17,434
"Barking and Dagenham","E09000002",2020-04-06,12,278
"Barnet","E09000003",2020-04-06,37,808
"Bexley","E09000004",2020-04-06,24,363
"Brent","E09000005",2020-04-06,37,881
"Bromley","E09000006",2020-04-06,41,639
"Camden","E09000007",2020-04-06,17,367
"Croydon","E09000008",2020-04-06,42,828
"Ealing","E09000009",2020-04-06,30,590
"Enfield","E09000010",2020-04-06,34,439
"Greenwich","E09000011",2020-04-06,37,415
"Hackney and City of London","E09000012",2020-04-06,25,437
"Hammersmith and Fulham","E09000013",2020-04-06,16,323
"Haringey","E09000014",2020-04-06,14,357
"Harrow","E09000015",2020-04-06,25,549
"Havering","E09000016",2020-04-06,29,352
"Hillingdon","E09000017",2020-04-06,23,414
"Hounslow","E09000018",2020-04-06,18,401
"Islington","E09000019",2020-04-06,8,295
"Kensington and Chelsea","E09000020",2020-04-06,11,309
"Kingston upon Thames","E09000021",2020-04-06,13,229
"Lambeth","E09000022",2020-04-06,42,776
"Lewisham","E09000023",2020-04-06,46,612
"Merton","E09000024",2020-04-06,37,427
"Newham","E09000025",2020-04-06,44,621
"Redbridge","E09000026",2020-04-06,26,394
"Richmond upon Thames","E09000027",2020-04-06,11,240
"Southwark","E09000028",2020-04-06,39,810
"Sutton","E09000029",2020-04-06,24,339
"Tower Hamlets","E09000030",2020-04-06,26,416
"Waltham Forest","E09000031",2020-04-06,26,454
"Wandsworth","E09000032",2020-04-06,35,647
"Westminster","E09000033",2020-04-06,11,445
"Barking and Dagenham","E09000002",2020-04-07,22,300
"Barnet","E09000003",2020-04-07,45,853
"Bexley","E09000004",2020-04-07,48,411
"Brent","E09000005",2020-04-07,28,909
"Bromley","E09000006",2020-04-07,38,677
"Camden","E09000007",2020-04-07,20,387
"Croydon","E09000008",2020-04-07,46,874
"Ealing","E09000009",2020-04-07,43,633
"Enfield","E09000010",2020-04-07,32,471
"Greenwich","E09000011",2020-04-07,20,435
"Hackney and City of London","E09000012",2020-04-07,29,466
"Hammersmith and Fulham","E09000013",2020-04-07,22,345
"Haringey","E09000014",2020-04-07,30,387
"Harrow","E09000015",2020-04-07,29,578
"Havering","E09000016",2020-04-07,37,389
"Hillingdon","E09000017",2020-04-07,27,441
"Hounslow","E09000018",2020-04-07,25,426
"Islington","E09000019",2020-04-07,14,309
"Kensington and Chelsea","E09000020",2020-04-07,19,328
"Kingston upon Thames","E09000021",2020-04-07,18,247
"Lambeth","E09000022",2020-04-07,40,816
"Lewisham","E09000023",2020-04-07,30,642
"Merton","E09000024",2020-04-07,17,444
"Newham","E09000025",2020-04-07,44,665
"Redbridge","E09000026",2020-04-07,54,448
"Richmond upon Thames","E09000027",2020-04-07,14,254
"Southwark","E09000028",2020-04-07,51,861
"Sutton","E09000029",2020-04-07,29,368
"Tower Hamlets","E09000030",2020-04-07,19,435
"Waltham Forest","E09000031",2020-04-07,22,476
"Wandsworth","E09000032",2020-04-07,26,673
"Westminster","E09000033",2020-04-07,15,460
"Barking and Dagenham","E09000002",2020-04-08,22,322
"Barnet","E09000003",2020-04-08,49,902
"Bexley","E09000004",2020-04-08,16,427
"Brent","E09000005",2020-04-08,43,952
"Bromley","E09000006",2020-04-08,46,723
"Camden","E09000007",2020-04-08,22,409
"Croydon","E09000008",2020-04-08,59,933
"Ealing","E09000009",2020-04-08,36,669
"Enfield","E09000010",2020-04-08,31,502
"Greenwich","E09000011",2020-04-08,26,461
"Hackney and City of London","E09000012",2020-04-08,20,486
"Hammersmith and Fulham","E09000013",2020-04-08,19,364
"Haringey","E09000014",2020-04-08,15,402
"Harrow","E09000015",2020-04-08,25,603
"Havering","E09000016",2020-04-08,34,423
"Hillingdon","E09000017",2020-04-08,18,459
"Hounslow","E09000018",2020-04-08,23,449
"Islington","E09000019",2020-04-08,12,321
"Kensington and Chelsea","E09000020",2020-04-08,20,348
"Kingston upon Thames","E09000021",2020-04-08,21,268
"Lambeth","E09000022",2020-04-08,31,847
"Lewisham","E09000023",2020-04-08,29,671
